id,feet,median
sg:962eb3cee9c14bbd8ff101b1fb0f2425,1037,139.0
sg:f4968ea0ce9b47ca9ead53591c71c253,7572,292.0
sg:511b5273866a4990bc727819b26df807,217298,23.0
sg:63f95b21b18d4567b54b565f48b726f9,10231,11.0
sg:da59e711c59e4b8397d4fcea8dedd3b1,28891,20.0
sg:c04b087f3d274cfd9e0b3ef573473bd8,35588,28.5
sg:bbbe6a2c85bb4bfab07b8bc8fcf62be1,13305,21.0
sg:414ef15dd345420e8cb46516be76c00a,7721,14.0
sg:4d2f48fb18b14de0b8bf8e54823a7490,4051,9.0
sg:8176d60e1ff14afab09dd94349ffb53f,4136,43.0
sg:073ee304e049460988a60d5432eb4f7e,209341,23.0
sg:f2a0cd1b134f4151b51bacf632a1e837,8098,12.0
sg:49a332455ee04cf8a881dfe61eb04ba4,8227,15.0
sg:cacbae0c6add4b0a99c390f228a68775,18326,140.5
sg:1156acb1fb1d47b197a6e1f58a8c5947,10002,14.0
sg:b76f3351ecb84d18a1b49f445e41086c,14139,19.5
sg:1e9373aee28242cda5140ca6e3ac8499,11775,22.0
sg:6a57bfd592d94036ac4dcaaacbf86d39,6340,11.0
sg:110b2ab80e2d4bd2a74fd0a867704adf,2374,15.0
sg:03adce8d69f348b18bbfe5887ab36666,29793,19.0
sg:55345f9314fe4861a2790e2495ab88d4,23191,52.5
sg:6c050218ce0e4926beb6f0b77b1c3c78,3436,17.0
sg:8cb07cbf3ae74749a71c3621e9bad842,9217,21.0
sg:1124bfc66c7b431387a1b6b9f50ac163,2578,79.0
sg:932aac8a46474b43aac1f706389c3103,93132,21.0
sg:eddeb013ec2446be8666fc5187f625aa,26581,43.5
sg:029169a325e14ab1b718caf4d654bd15,16137,135.0
sg:3d0d346da8a24512bb4b4cbe4d23fc11,13305,20.5
